REGIAO;MES;ANO;PRECIPITACAO TOTAL
regiao_cone_sul;1;2016;157.40000000000015
regiao_cone_sul;1;2019;235.79999999999995
regiao_cone_sul;1;2010;398.7999999999997
regiao_cone_sul;1;2013;234.59999999999994
regiao_cone_sul;1;2017;383.6
regiao_cone_sul;1;2014;369.9999999999999
regiao_cone_sul;1;2015;265.3999999999999
regiao_cone_sul;1;2018;605.0000000000005
regiao_cone_sul;1;2012;373.19999999999965
regiao_cone_sul;1;2011;348.39999999999964
regiao_cone_sul;2;2011;480.9999999999996
regiao_cone_sul;2;2014;243.59999999999997
regiao_cone_sul;2;2010;194.8
regiao_cone_sul;2;2019;382.79999999999984
regiao_cone_sul;2;2017;274.3999999999998
regiao_cone_sul;2;2016;158.20000000000005
regiao_cone_sul;2;2015;419.7999999999997
regiao_cone_sul;2;2018;403.79999999999967
regiao_cone_sul;2;2013;356.19999999999965
regiao_cone_sul;2;2012;292.5999999999999
regiao_cone_sul;3;2013;549.1999999999995
regiao_cone_sul;3;2015;232.60000000000005
regiao_cone_sul;3;2018;577.3999999999999
regiao_cone_sul;3;2019;487.7999999999996
regiao_cone_sul;3;2017;317.99999999999994
regiao_cone_sul;3;2012;175.0
regiao_cone_sul;3;2016;31.199999999999967
regiao_cone_sul;3;2011;221.99999999999997
regiao_cone_sul;3;2010;153.20000000000005
regiao_cone_sul;3;2014;306.5999999999997
regiao_cone_sul;4;2017;364.7999999999997
regiao_cone_sul;4;2015;300.99999999999994
regiao_cone_sul;4;2019;216.0
regiao_cone_sul;4;2011;289.39999999999975
regiao_cone_sul;4;2016;98.60000000000005
regiao_cone_sul;4;2014;316.5999999999997
regiao_cone_sul;4;2010;108.20000000000006
regiao_cone_sul;4;2012;254.9999999999999
regiao_cone_sul;4;2018;34.4
regiao_cone_sul;4;2013;163.0
regiao_cone_sul;5;2018;204.7999999999999
regiao_cone_sul;5;2016;70.60000000000004
regiao_cone_sul;5;2011;40.000000000000014
regiao_cone_sul;5;2012;93.60000000000002
regiao_cone_sul;5;2014;306.39999999999986
regiao_cone_sul;5;2017;329.19999999999976
regiao_cone_sul;5;2010;356.19999999999965
regiao_cone_sul;5;2013;247.99999999999983
regiao_cone_sul;5;2019;133.0
regiao_cone_sul;5;2015;353.99999999999955
regiao_cone_sul;6;2016;22.599999999999955
regiao_cone_sul;6;2012;282.5999999999998
regiao_cone_sul;6;2017;192.4
regiao_cone_sul;6;2011;145.6
regiao_cone_sul;6;2015;123.00000000000001
regiao_cone_sul;6;2018;101.40000000000012
regiao_cone_sul;6;2013;549.5999999999995
regiao_cone_sul;6;2014;130.0
regiao_cone_sul;6;2019;97.2
regiao_cone_sul;6;2010;27.59999999999999
regiao_cone_sul;7;2017;4.0
regiao_cone_sul;7;2016;52.40000000000003
regiao_cone_sul;7;2013;51.20000000000002
regiao_cone_sul;7;2019;42.40000000000001
regiao_cone_sul;7;2012;35.599999999999994
regiao_cone_sul;7;2018;16.799999999999997
regiao_cone_sul;7;2010;161.79999999999998
regiao_cone_sul;7;2011;254.00000000000006
regiao_cone_sul;7;2015;541.1999999999997
regiao_cone_sul;7;2014;189.59999999999997
regiao_cone_sul;8;2013;9.999999999999998
regiao_cone_sul;8;2014;15.999999999999998
regiao_cone_sul;8;2017;197.1999999999999
regiao_cone_sul;8;2018;313.3999999999997
regiao_cone_sul;8;2015;95.20000000000003
regiao_cone_sul;8;2010;5.0
regiao_cone_sul;8;2019;34.19999999999999
regiao_cone_sul;8;2016;179.19999999999945
regiao_cone_sul;8;2012;25.0
regiao_cone_sul;8;2011;107.40000000000006
regiao_cone_sul;9;2010;367.6000000000001
regiao_cone_sul;9;2019;66.60000000000004
regiao_cone_sul;9;2013;201.0
regiao_cone_sul;9;2012;136.59999999999994
regiao_cone_sul;9;2011;112.80000000000004
regiao_cone_sul;9;2016;82.20000000000033
regiao_cone_sul;9;2015;425.99999999999983
regiao_cone_sul;9;2018;553.3999999999995
regiao_cone_sul;9;2017;36.199999999999996
regiao_cone_sul;9;2014;283.39999999999986
regiao_cone_sul;10;2019;180.79999999999984
regiao_cone_sul;10;2011;444.1999999999999
regiao_cone_sul;10;2016;282.2
regiao_cone_sul;10;2018;1077.2000000000016
regiao_cone_sul;10;2010;288.99999999999994
regiao_cone_sul;10;2013;240.99999999999991
regiao_cone_sul;10;2015;371.4
regiao_cone_sul;10;2012;288.39999999999975
regiao_cone_sul;10;2014;166.19999999999996
regiao_cone_sul;10;2017;523.1999999999996
regiao_cone_sul;11;2010;214.79999999999987
regiao_cone_sul;11;2011;337.9999999999998
regiao_cone_sul;11;2014;366.39999999999975
regiao_cone_sul;11;2012;231.79999999999987
regiao_cone_sul;11;2015;724.6000000000005
regiao_cone_sul;11;2017;331.5999999999998
regiao_cone_sul;11;2019;332.79999999999984
regiao_cone_sul;11;2018;369.40000000000003
regiao_cone_sul;11;2016;98.0
regiao_cone_sul;11;2013;239.19999999999976
regiao_cone_sul;12;2011;203.5999999999999
regiao_cone_sul;12;2018;375.7999999999999
regiao_cone_sul;12;2014;289.2
regiao_cone_sul;12;2012;176.39999999999995
regiao_cone_sul;12;2013;269.79999999999984
regiao_cone_sul;12;2016;553.3999999999997
regiao_cone_sul;12;2010;285.3999999999999
regiao_cone_sul;12;2019;947.6000000000005
regiao_cone_sul;12;2015;423.79999999999893
regiao_cone_sul;12;2017;549.1999999999996
